CartCode,Total,Discount,CustomerSalary,CustomerAge,ListOfProduct
C441,71,0.21,1016,40,olive oil>cake>energy drink
C442,108,0.14,592,53,ground beef>whole wheat rice
C443,126,0.12,1952,42,eggs>french fries
C444,75,0.05,1742,45,spaghetti>escalope>mushroom cream sauce
C445,207,0.08,808,45,mineral water>fromage blanc>whole wheat rice>cake>french fries
C446,93,0.19,2472,55,turkey>burgers>frozen vegetables>ground beef>mineral water>milk>eggs>cake>light mayo
C447,134,0.19,1084,48,green tea>cottage cheese
C448,188,0.07,1752,49,fresh tuna>eggs>champagne
C449,179,0.23,1777,35,cookies
C450,249,0.23,1630,36,cookies
C451,61,0,1693,21,cookies
C452,229,0.01,1829,31,tomatoes>mineral water>eggplant
C453,165,0.22,1105,48,grated cheese>tomatoes>spaghetti>mineral water>soup>honey>chicken>chocolate>french fries
C454,242,0.16,1921,49,protein bar
C455,164,0.01,1251,60,herb & pepper>red wine>shrimp>mineral water>barbecue sauce>protein bar
C456,117,0.02,553,31,burgers>ham>spaghetti>mineral water>milk>eggs>french fries>escalope>pancakes>low fat yogurt
C457,113,0.02,1494,20,french fries
C458,53,0.21,736,50,frozen vegetables>soup>milk>eggs>whole wheat rice>chocolate>escalope>melons
C459,240,0.24,1025,32,spaghetti
C460,58,0.05,2269,59,herb & pepper>shrimp>soup>eggs>oil>cooking oil>energy drink>protein bar>low fat yogurt
C461,247,0.07,652,49,ham>grated cheese>herb & pepper>shrimp>ground beef>spaghetti>mineral water>carrots
C462,60,0.05,1185,45,ham>red wine>ground beef>yams>mineral water>chocolate>low fat yogurt
C463,167,0.13,2330,50,chocolate>french fries>mushroom cream sauce>cottage cheese>low fat yogurt
C464,228,0.01,617,32,eggs
C465,232,0.13,1285,29,cake>cookies
C466,188,0.18,784,36,grated cheese>mineral water>cake>chocolate bread
C467,229,0.03,1760,20,tomatoes>almonds>cake>champagne>low fat yogurt
C468,130,0.21,1121,32,herb & pepper>shrimp>frozen vegetables>milk>butter>salmon>eggs>chocolate
C469,241,0.13,1161,27,herb & pepper>shrimp>whole wheat pasta>whole wheat rice>chicken>green tea>cauliflower
C470,193,0.23,1103,23,eggs>corn
C471,222,0.11,1717,46,shrimp>frozen vegetables>tomato sauce>mineral water>chocolate>soup>olive oil>salmon>green beans>champagne
C472,60,0.23,1653,45,ham>herb & pepper>tomato sauce>mineral water>green grapes>eggs>gums>light cream>oil>green tea>mint
C473,174,0.24,589,58,energy bar>cake>chocolate
C474,50,0.04,1228,50,herb & pepper>shrimp>spaghetti>eggs
C475,142,0.24,1537,56,fresh tuna>mineral water>honey>cooking oil
C476,141,0.19,2320,57,red wine>mineral water>oil>ketchup>chili>pet food>eggplant>green tea>escalope>tomato juice>low fat yogurt
C477,107,0.07,1856,50,herb & pepper>shrimp>mineral water>pancakes>eggs>cake>blueberries>tea>frozen smoothie
C478,214,0.08,1318,33,ground beef>mineral water>protein bar
C479,116,0.12,1841,53,shrimp>frozen vegetables>parmesan cheese>spaghetti>salmon>carrots>frozen smoothie>pasta>mashed potato>shallot>light mayo>magazines
C480,185,0.16,2397,48,milk>chocolate
C481,71,0.08,1299,20,frozen vegetables>ground beef>spaghetti>olive oil>whole wheat rice>eggplant>cottage cheese
C482,74,0.19,749,58,turkey>ground beef>low fat yogurt
C483,216,0.15,761,20,herb & pepper>spaghetti>mineral water>whole wheat rice>cake>hot dogs>green tea
C484,232,0.24,1109,46,green tea
C485,126,0.15,1179,27,cookies
C486,69,0.18,588,44,eggs>cookies
C487,167,0.22,2265,60,spaghetti>eggs>ham>chocolate>french fries>champagne>brownies>pancakes>light mayo
C488,52,0.23,1558,44,red wine>spaghetti>milk>eggs>chocolate
C489,56,0.08,1457,50,turkey>burgers>pancakes>french fries>strawberries>green tea
C490,222,0.1,2367,60,escalope
C491,197,0.09,1012,48,frozen vegetables>pancakes>eggs>cake
C492,237,0.21,591,41,french fries
C493,218,0.06,2445,46,turkey>ground beef>pepper>spaghetti>honey>cookies
C494,212,0.19,2123,54,chocolate>red wine>tomato sauce>olive oil>chili>french fries>cookies>salt>fresh bread>magazines
C495,122,0.01,1339,20,green tea>french fries
C496,232,0.06,1589,29,mineral water
C497,89,0.03,555,46,cooking oil
C498,87,0.01,1875,31,frozen vegetables>spaghetti
C499,189,0.02,1019,47,ham>spaghetti
C500,146,0.18,2011,36,chicken>chocolate>cookies
C501,81,0.12,1897,34,low fat yogurt
C502,125,0.01,1846,51,eggs>cake>low fat yogurt
C503,181,0.23,849,49,shrimp>spaghetti>mineral water>soup>milk>bramble>frozen smoothie>cottage cheese
C504,193,0.14,994,56,mineral water>eggs>protein bar
C505,198,0.13,1418,49,turkey>shrimp>meatballs>butter>eggs>salad>green tea
C506,148,0.2,601,24,fresh tuna>spaghetti>chocolate>olive oil>chicken>french fries
C507,94,0.01,1076,52,turkey>shrimp>escalope>hot dogs
C508,148,0.19,1334,22,burgers>pepper>soup>milk>pancakes>green tea
C509,100,0.11,1439,31,pancakes
C510,81,0.02,1816,49,mineral water>pancakes>eggs>french fries
C511,213,0.12,532,51,eggs>escalope>low fat yogurt
C512,109,0.2,869,28,mineral water>french wine>gluten free bar
C513,144,0.25,1263,50,burgers>ground beef>spaghetti>eggs>french fries
C514,168,0.15,757,59,soup>meatballs>milk>energy bar
C515,79,0.23,1632,60,chocolate
C516,131,0.06,1310,22,herb & pepper
C517,141,0.12,1740,44,turkey>red wine>mineral water>eggs>bramble
C518,181,0.23,747,32,burgers>ham>frozen vegetables>tomatoes>cake>chicken>green tea>toothpaste>mint
C519,156,0.17,1631,40,grated cheese>mineral water>olive oil>energy bar
C520,121,0.19,2140,35,milk>cake>green tea
C521,232,0.08,536,42,mineral water>almonds>cooking oil>cereals>protein bar>white wine>green tea
C522,100,0.14,2240,36,turkey>fresh tuna>mineral water>milk>eggs>cake>burger sauce>chicken>french fries>frozen smoothie>fresh bread
C523,149,0.13,656,29,herb & pepper>mineral water>whole wheat rice>yogurt cake>low fat yogurt
C524,143,0.03,935,25,tomatoes>spaghetti>meatballs>chicken>eggs
C525,67,0.15,1365,57,burgers>mineral water>eggs>green tea>pancakes
C526,184,0.06,2361,44,cake>green tea
C527,153,0.11,1394,57,chocolate>herb & pepper>yogurt cake
C528,234,0.19,2189,25,ground beef>spaghetti>mineral water>almonds>salmon>nonfat milk>green grapes>pancakes
C529,123,0.04,1950,58,mineral water>vegetables mix>eggs
C530,89,0.15,1685,60,protein bar
C531,61,0.19,2047,41,eggs>eggplant
C532,59,0.24,1798,42,mayonnaise
C533,97,0.24,2105,54,milk>bug spray>oatmeal>sandwich>asparagus
C534,200,0.19,1389,56,frozen vegetables>soup>almonds>eggs>french fries
C535,98,0.03,1156,51,frozen vegetables
C536,248,0.11,607,24,soup>butter>shampoo
C537,184,0.19,1352,58,herb & pepper>whole wheat pasta>pepper>eggs
C538,109,0.23,1010,24,mineral water>whole wheat rice>rice>cooking oil>chocolate>fresh bread>low fat yogurt
C539,66,0.23,1779,44,grated cheese>butter>chocolate>french fries>cookies
C540,112,0,1735,36,spaghetti>soup>milk>chutney>cooking oil>asparagus>tomato juice
C541,244,0.19,1101,25,eggs>french fries>frozen smoothie>cookies>champagne>cottage cheese>green tea
C542,127,0.1,1480,24,turkey>tomatoes>mineral water>eggs>blueberries
C543,72,0.07,1593,26,milk>tomato juice>low fat yogurt>green tea
C544,223,0.09,1511,57,mineral water>soup>almonds>cereals>green tea
C545,128,0.24,509,50,chocolate>light mayo
C546,185,0.17,1333,46,turkey>herb & pepper>chocolate
C547,75,0.03,1200,29,eggs>french fries>green tea
C548,209,0.01,2463,58,mineral water>cake>chocolate>tomato juice
C549,151,0.18,2062,43,eggs
C550,122,0.14,1497,52,chocolate>pepper>spaghetti>mineral water>whole wheat rice>champagne>mushroom cream sauce
C551,240,0.16,655,35,frozen vegetables>pepper>mineral water>chocolate>white wine
C552,110,0.07,1023,23,burgers>turkey>spaghetti>milk>whole wheat rice>oil>tomato juice>green tea
C553,90,0.11,1953,38,burgers>spaghetti>mineral water>soup>french wine>french fries>light mayo>low fat yogurt
C554,236,0.16,536,42,butter>green grapes>frozen smoothie>low fat yogurt
C555,50,0.04,604,26,eggs>low fat yogurt
C556,53,0.22,762,37,cookies
C557,156,0.06,2365,24,milk>energy drink
C558,59,0.14,1461,58,olive oil>energy drink
C559,146,0,1697,20,eggs>cookies
C560,155,0.09,1582,56,eggs
C561,77,0.02,589,30,energy bar>eggs
C562,83,0.23,2061,57,eggs
C563,112,0.16,2222,43,eggs>green tea
C564,135,0.05,1488,22,escalope
C565,248,0.14,1558,43,shrimp>soup>milk>almonds>eggs>oil>chocolate
C566,176,0.05,689,55,chocolate>french fries
C567,60,0.12,2403,40,cake
C568,101,0.01,2143,45,pancakes>eggs>cake>green tea>toothpaste
C569,128,0.2,2475,60,herb & pepper>tomatoes>ground beef>eggs>cooking oil
C570,79,0.03,1033,30,cider>eggs>chocolate>low fat yogurt
C571,121,0.21,1168,60,frozen vegetables>cider>eggs>french fries
C572,121,0.18,1786,23,yams>cookies>toothpaste
C573,236,0.09,561,23,mineral water>milk>escalope>champagne>hot dogs>fresh bread
C574,132,0.11,1307,46,ham>herb & pepper>spaghetti>mineral water>chocolate>pancakes>eggs
C575,74,0.03,675,56,pepper>mineral water>escalope>shallot>protein bar>white wine
C576,84,0.03,1486,39,turkey>parmesan cheese>spaghetti>meatballs>butter
C577,138,0.14,560,23,herb & pepper>eggs>escalope
C578,240,0.04,2316,32,herb & pepper
C579,196,0.01,2310,52,burgers>escalope>shallot
C580,85,0.16,2055,44,chocolate>pepper>tomato sauce>tomato juice
C581,79,0.19,1175,51,cookies
C582,179,0.08,2444,56,burgers>ground beef>spaghetti>mineral water>escalope>melons
C583,137,0.06,2283,25,frozen vegetables>mineral water>soup>milk>olive oil
C584,121,0.13,2272,25,turkey>eggs>french fries>asparagus>low fat yogurt>zucchini
C585,211,0.2,575,33,burgers>frozen vegetables>gums
C586,172,0.07,1735,53,herb & pepper>frozen vegetables>ground beef>milk
C587,213,0.2,2402,47,frozen vegetables>cake>light cream>mashed potato
C588,151,0.17,882,50,milk
C589,177,0.09,730,54,turkey>eggs>barbecue sauce
C590,209,0.09,1461,60,escalope
C591,182,0.14,512,56,parmesan cheese>french fries
C592,209,0,651,53,energy bar>eggs
C593,184,0.1,1394,29,soup>escalope>mint
C594,174,0.21,1759,26,muffins>chicken>zucchini
C595,185,0.06,1246,58,burgers>eggs>french fries>cookies>green tea
C596,162,0.06,1708,30,spaghetti
C597,99,0.1,1437,55,avocado>energy bar>chocolate
C598,145,0.16,2027,42,cookies
C599,237,0.05,1076,59,green tea
C600,197,0.03,2246,42,whole wheat pasta>spaghetti>mineral water>olive oil
C601,228,0.24,2215,29,grated cheese>frozen vegetables>eggs>gums>escalope>low fat yogurt
C602,139,0.25,1020,45,grated cheese>herb & pepper>mineral water>pancakes>chocolate>escalope>tomato juice
C603,111,0.07,1029,33,chocolate>spaghetti>yams>flax seed>salmon>frozen smoothie
C604,69,0.08,2255,48,burger sauce>oil
C605,205,0.19,1789,31,eggs>french fries>energy drink
C606,173,0.2,1741,27,mineral water
C607,164,0.07,1212,47,grated cheese>ground beef>mineral water>olive oil
C608,250,0.06,2308,59,eggs>low fat yogurt
C609,208,0.06,2179,43,parmesan cheese>spaghetti>soda>pet food>white wine
C610,236,0.16,2478,47,turkey>shrimp>olive oil>chicken>eggs>extra dark chocolate>melons>fresh bread
C611,122,0.05,601,54,pickles>ground beef>yams>milk>strong cheese>salmon>muffins>french fries>escalope
C612,247,0.12,2495,28,pepper>spaghetti>light cream
C613,196,0.18,1563,23,frozen vegetables>mineral water>eggs
C614,82,0.16,1904,38,spaghetti>chicken>tea>pancakes>gluten free bar
C615,191,0.1,817,24,fresh tuna>turkey>herb & pepper>spaghetti>mineral water>mint
C616,189,0.09,1993,22,spaghetti>mineral water>cooking oil>escalope
C617,210,0.19,1041,32,soup
C618,61,0.16,664,37,burgers>herb & pepper>spaghetti
C619,55,0.22,1971,55,cookies>shallot>strawberries
C620,81,0.24,1637,33,fresh tuna>chocolate>shrimp>whole wheat pasta>pepper>mineral water>soup>milk>salmon
C621,174,0.24,1250,42,yams>mineral water>avocado>milk>butter>cooking oil>chocolate>cottage cheese
C622,130,0.06,559,47,ham>eggs>french fries>energy drink
C623,215,0.22,1227,23,mineral water>avocado
C624,224,0.01,1700,32,cookies
C625,216,0.09,1708,21,chocolate>butter>eggs>green tea>cottage cheese>mayonnaise
C626,123,0.17,2343,35,eggs>mushroom cream sauce>low fat yogurt
C627,109,0.08,1083,30,antioxydant juice>chocolate
C628,114,0.17,1069,45,ground beef>spaghetti>french fries>green tea
C629,119,0.17,1794,28,cake
C630,63,0.25,1219,28,turkey>red wine>mineral water>pancakes>eggs>whole wheat rice>cooking oil>chocolate>zucchini
C631,237,0.24,2326,37,chocolate>parmesan cheese>mineral water>olive oil>bacon
C632,186,0.01,2492,37,green grapes>gums
C633,135,0.05,624,25,shrimp>frozen vegetables>parmesan cheese>milk>eggs>cooking oil>chocolate>french fries
C634,154,0.01,1506,40,ground beef>mineral water>milk>eggs
C635,94,0.04,974,34,escalope
C636,152,0.25,2170,55,turkey>cookies
C637,68,0.08,1014,30,ground beef>mineral water>chocolate>green tea
C638,144,0.23,1986,43,whole wheat pasta>spaghetti>olive oil>butter>chocolate>french fries>tomato juice>low fat yogurt
C639,213,0.23,1402,58,red wine
C640,245,0.09,571,41,frozen vegetables>mineral water>eggs>gums>cooking oil>frozen smoothie>cottage cheese>low fat yogurt
C641,193,0.14,1376,22,turkey>grated cheese>energy bar>vegetables mix>brownies
C642,191,0.01,2419,36,turkey>burgers>nonfat milk>cooking oil>energy drink
C643,166,0.19,2488,25,french fries>low fat yogurt
C644,143,0.2,2447,44,muffins
C645,153,0.08,1256,55,herb & pepper>mineral water>salmon>whole wheat rice>cake>green tea
C646,218,0.08,2476,51,mineral water>cake>chocolate>low fat yogurt>candy bars
C647,146,0.19,1667,23,grated cheese>mineral water>chocolate>soup>milk>olive oil>light cream>chicken
C648,225,0.2,1427,38,mineral water>strawberries
C649,172,0.16,2028,44,escalope
C650,191,0.05,2415,55,grated cheese>parmesan cheese>butter>whole wheat rice>cooking oil
C651,125,0.04,1947,27,ground beef>mint
C652,80,0.07,1135,57,cookies
C653,247,0.25,1596,23,ground beef>avocado>milk>chicken>rice
C654,191,0.13,1158,31,frozen vegetables>soup>eggs>low fat yogurt
C655,244,0.18,2486,33,herb & pepper>ground beef>spaghetti>mineral water>chocolate>black tea>french wine>pancakes>rice>green tea>toothpaste
C656,118,0.21,2069,20,shrimp>parmesan cheese>mineral water>eggs>cake>oil>cooking oil>toothpaste>low fat yogurt
C657,87,0.22,570,21,ham>herb & pepper>frozen vegetables>tomatoes>spaghetti>olive oil>black tea>vegetables mix>cooking oil>green tea>frozen smoothie>mint
C658,152,0.2,837,37,chicken>cider>eggs
C659,191,0.13,1110,29,shrimp>tomato sauce>mineral water>chocolate>escalope>mint
C660,218,0.04,999,42,energy drink
C661,74,0.23,859,23,ham>spaghetti>mineral water>energy bar>eggs>cooking oil>pancakes>fresh bread>low fat yogurt
C662,155,0.01,593,55,shrimp>frozen vegetables>tomatoes
C663,163,0.2,1865,51,turkey>herb & pepper>frozen vegetables>ground beef>yams>mineral water>salmon
C664,178,0.13,700,54,shrimp>mineral water
C665,127,0.07,2084,43,turkey>ground beef>spaghetti>soup>escalope>yogurt cake
C666,249,0.03,1823,48,shrimp>pepper>mineral water>soup>milk>eggs>rice>barbecue sauce>clothes accessories>cookies
C667,89,0.03,1477,50,burgers>pancakes
C668,115,0.02,1476,48,low fat yogurt
C669,74,0.04,1890,28,mineral water>milk
C670,231,0.17,1857,38,milk
C671,190,0.11,722,44,chocolate
C672,191,0.17,1522,32,whole wheat pasta>mineral water>olive oil>pancakes
C673,100,0.03,1828,50,yams>mineral water>eggs>cake
C674,214,0.2,866,42,turkey>french fries
C675,96,0.17,2357,36,shrimp>spaghetti>yams>mineral water>chocolate>olive oil>light cream>chicken>green tea>french fries>sandwich>white wine
C676,156,0.19,2112,30,mineral water>milk>salmon>green tea>cookies>fresh bread
C677,56,0.09,1292,43,spaghetti>olive oil
C678,120,0.05,708,42,herb & pepper>spaghetti
C679,156,0.09,2442,51,spaghetti>mineral water>soup>salmon>pancakes>chicken>mint green tea>low fat yogurt
C680,114,0.01,1280,25,frozen vegetables>whole wheat pasta>ground beef>mineral water>chocolate>milk>olive oil>almonds>french wine>yogurt cake>fresh bread
C681,89,0.03,2057,60,green tea
C682,105,0.01,589,21,burgers>grated cheese>spaghetti>nonfat milk>eggs>gums>chocolate>tomato juice>low fat yogurt
C683,99,0.04,1556,32,ham>ground beef>olive oil>energy bar>chicken>brownies>white wine
C684,59,0.18,2138,28,whole wheat pasta>mineral water>olive oil>cooking oil>frozen smoothie>green tea
C685,132,0.23,1405,46,vegetables mix>champagne
C686,100,0.21,1147,39,olive oil
C687,206,0.14,1544,21,herb & pepper>ground beef>escalope>pancakes>green tea
C688,194,0.06,1020,55,herb & pepper>frozen vegetables>ground beef>tomato sauce>spaghetti>mineral water>milk>french wine>eggs>whole wheat rice>chocolate>escalope>hot dogs>green tea
C689,177,0.08,1365,45,yams>carrots
C690,218,0.17,996,29,chicken
C691,113,0.18,1107,43,turkey>burgers>herb & pepper>ground beef>yams>mineral water>avocado>milk>almonds>muffins>eggs>french fries
C692,178,0.11,1590,48,whole wheat pasta>salmon>antioxydant juice>mint green tea
C693,108,0.07,1589,55,chocolate>french fries>strawberries>fresh bread
C694,180,0.22,2385,46,burgers>chocolate>shrimp>whole wheat pasta>ground beef>soup>energy bar> asparagus
C695,220,0.17,810,21,mineral water>butter>pancakes>french fries>frozen smoothie>white wine>low fat yogurt
C696,247,0.08,1718,46,muffins>eggs
C697,157,0.11,589,46,turkey>shrimp>frozen vegetables>eggs
C698,92,0.1,1099,42,burgers>eggs>yogurt cake
C699,159,0.11,1634,47,burgers>fresh tuna>shrimp>frozen vegetables>whole wheat pasta>yams>mineral water>olive oil>almonds>cake>chicken>extra dark chocolate
C700,166,0.03,561,38,herb & pepper>ground beef>mineral water>chicken
C701,162,0.18,1171,55,frozen smoothie
C702,183,0.07,1719,23,chicken>tomato juice
C703,237,0.13,2066,38,whole wheat pasta>olive oil
C704,73,0.14,1263,28,milk>energy bar>green tea
C705,169,0.23,2214,41,grated cheese>herb & pepper
C706,85,0.19,753,57,escalope>green tea
C707,241,0.23,2195,48,soup>meatballs>milk>almonds>green tea
C708,112,0.05,554,31,herb & pepper>pet food>cookies
C709,53,0.17,1087,34,grated cheese>whole wheat pasta>olive oil>energy bar>light cream>oil>french fries>pancakes>low fat yogurt
C710,227,0.09,1909,59,honey
C711,54,0.24,1012,26,parmesan cheese>mineral water>fromage blanc>eggs>honey>frozen smoothie
C712,114,0.05,1015,50,bramble>zucchini
C713,245,0.06,2146,20,ground beef>pepper>milk>eggs>green tea>chocolate>white wine
C714,177,0.23,1560,24,chocolate>red wine>butter>french fries>cookies>low fat yogurt
C715,118,0.02,1968,22,chocolate>spaghetti>bug spray
C716,119,0.13,2268,32,cookies
C717,238,0.18,2294,33,spaghetti>mineral water>vegetables mix>eggs>whole wheat rice>fresh bread
C718,234,0.09,1478,58,chocolate>grated cheese>mineral water>salmon>whole wheat rice>burger sauce>escalope>mushroom cream sauce>low fat yogurt
C719,168,0.02,2182,34,spaghetti>champagne
C720,57,0.14,847,29,frozen vegetables>mineral water
C721,159,0.11,1199,48,mineral water>body spray>low fat yogurt
C722,71,0.08,2293,26,herb & pepper>red wine>whole wheat pasta>cake>tomato juice
C723,195,0.16,1160,56,burgers>parmesan cheese>eggs>french fries>hot dogs
C724,206,0.18,1659,58,mineral water>eggs>pancakes
C725,61,0.08,2327,24,eggs>french fries
C726,191,0.22,2184,45,shrimp>frozen vegetables>tomatoes>spaghetti
C727,215,0.23,1519,29,mineral water>almonds>pancakes>chocolate>french fries>green tea
C728,103,0.2,1285,47,cake>french fries>escalope
C729,96,0.23,2404,23,frozen vegetables>spaghetti>mineral water>milk>black tea>french wine>cider>chutney>salmon
C730,96,0.21,591,38,almonds>cake>low fat yogurt
C731,79,0.15,2141,33,french fries
C732,137,0.07,2160,43,hot dogs
C733,117,0.01,2235,56,mineral water>soup>chicken>light cream>green tea>chocolate>champagne>low fat yogurt
C734,65,0.18,1431,30,ground beef>olive oil
C735,175,0.23,1703,59,french fries>cookies>green tea
C736,62,0.22,938,34,soup>blueberries>cooking oil>chocolate>cookies>champagne>salt
C737,79,0.1,1567,43,chocolate>french fries>frozen smoothie>escalope>fresh bread
C738,63,0.18,2244,37,yams>mint
C739,184,0.06,1844,53,frozen vegetables>ground beef>salmon>muffins>chocolate>magazines
