CartCode,Total,Discount,CustomerSalary,CustomerAge,Sex,MaritalStatus,IntervalTime,UseCreditCard,ListOfProduct
C328,185,0.21,1683,50,F,2,I4,YES,red wine>shrimp>spaghetti
C329,120,0.01,1156,58,F,3,I3,YES,green tea
C330,94,0.13,2369,42,M,3,I2,YES,mineral water>chicken>french fries>frozen smoothie
C331,149,0,1938,49,F,1,I2,NO,muffins
C332,160,0.07,2395,55,M,0,I1,YES,cake>chocolate
C333,212,0.01,1135,60,F,0,I1,NO,fresh tuna>tomatoes>mineral water>soup>avocado>meatballs>olive oil
C334,114,0.23,1413,32,F,4,I3,NO,turkey>french fries
C335,88,0.24,1529,56,M,2,I1,NO,burgers>turkey>herb & pepper>ground beef>pancakes>eggs>light cream>rice>champagne>fresh bread
C336,127,0.15,1682,60,F,2,I3,YES,escalope
C337,104,0.14,586,54,M,1,I1,YES,chocolate>escalope>fresh bread
C338,144,0.15,1307,35,M,2,I4,YES,ham>spaghetti>french wine>vegetables mix>chocolate>french fries
C339,82,0.2,936,21,M,4,I3,NO,avocado>light mayo
C340,72,0.07,1324,53,F,3,I4,NO,spaghetti>yams>butter>chocolate
C341,212,0.02,1134,44,M,1,I1,NO,energy bar>eggs>french fries
C342,117,0.17,585,58,M,0,I3,YES,fresh tuna>barbecue sauce>eggplant
C343,231,0.24,1846,25,M,4,I4,YES,energy drink
C344,58,0.02,1756,27,M,0,I3,YES,whole wheat rice>french fries>hot dogs>green tea
C345,101,0.21,2143,44,M,1,I4,NO,mineral water>chicken>green tea
C346,109,0.07,853,49,M,2,I1,NO,eggs>cake>mushroom cream sauce
C347,250,0.13,1089,51,F,1,I3,YES,escalope
C348,91,0.24,1685,42,F,2,I4,YES,antioxydant juice>escalope
C349,207,0.16,1167,30,F,0,I2,NO,shrimp>spaghetti>french fries
C350,233,0.1,1512,41,M,3,I4,YES,grated cheese>spaghetti>salmon>tomato juice
C351,211,0.06,1221,33,M,0,I2,YES,spaghetti>green tea
C352,84,0.1,1356,21,F,0,I1,YES,champagne>protein bar
C353,240,0.03,833,45,M,3,I4,NO,mineral water>avocado>chocolate
C354,144,0.25,1954,27,F,1,I4,YES,tomatoes>champagne>green tea
C355,77,0.06,708,33,M,2,I2,YES,chicken>french fries>escalope
C356,62,0.15,502,28,F,4,I4,NO,frozen vegetables>tomatoes>eggs>green tea>frozen smoothie>light mayo
C357,246,0.05,1245,28,F,1,I2,NO,ground beef>chicken>cider>green grapes>honey>chocolate>french fries>champagne>frozen smoothie>escalope
C358,121,0.22,1704,35,F,4,I2,NO,french fries>champagne
C359,217,0.08,1754,49,M,1,I1,NO,mineral water>soup
C360,155,0.15,1576,51,F,0,I1,NO,frozen vegetables>spaghetti>milk>chocolate>babies food
C361,131,0.15,2005,21,F,2,I1,YES,honey>whole wheat rice
C362,158,0.03,575,29,M,0,I4,NO,whole wheat rice>chicken>tomato juice
C363,146,0.03,742,34,F,2,I1,YES,pancakes
C364,127,0.21,1086,57,F,0,I4,YES,green tea>protein bar>tomato juice>candy bars
C365,213,0.1,856,52,F,0,I3,YES,french fries
C366,241,0.19,1278,40,M,0,I2,YES,mineral water
C367,104,0.11,1824,26,M,2,I4,YES,escalope
C368,130,0.06,2163,21,M,3,I2,NO,grated cheese>herb & pepper>whole wheat pasta>yams>mineral water>bacon>nonfat milk>spinach
C369,188,0.06,2027,30,M,0,I4,YES,spaghetti>milk
C370,112,0.04,1884,56,M,3,I1,YES,milk>chocolate>white wine
C371,225,0.16,767,58,M,3,I3,YES,sandwich
C372,85,0.25,1756,38,F,2,I3,NO,chocolate>light mayo
C373,107,0.16,602,51,F,4,I1,YES,shrimp>whole wheat pasta>spaghetti>meatballs>chicken>frozen smoothie>tomato juice
C374,218,0.22,2044,22,F,4,I2,YES,red wine>ground beef>spaghetti>mineral water>eggs
C375,85,0.16,2290,45,F,0,I1,YES,yams>melons
C376,84,0.13,1001,37,M,3,I2,NO,spaghetti>cooking oil
C377,189,0.23,2090,49,M,3,I4,YES,french fries
C378,226,0.19,668,57,F,0,I2,NO,mineral water>milk>spinach>cooking oil>chocolate>frozen smoothie>hot dogs
C379,136,0.16,846,56,M,3,I2,NO,tomato sauce>milk
C380,250,0.23,1048,53,M,3,I4,NO,shrimp>cider>eggs>french fries
C381,168,0.12,1541,29,F,1,I4,YES,champagne
C382,112,0.04,1171,40,M,1,I1,NO,salad
C383,105,0.05,623,27,M,2,I1,YES,french fries
C384,147,0.21,610,37,M,3,I3,YES,frozen vegetables>mineral water>energy bar>honey>rice>green tea
C385,117,0.15,2352,43,M,2,I1,NO,french fries>salad
C386,150,0.12,1156,30,M,1,I3,YES,honey>chocolate>french fries>brownies
C387,145,0.12,606,22,M,3,I4,NO,green tea>strawberries>gluten free bar
C388,72,0.08,2054,22,M,4,I4,YES,frozen vegetables>ground beef>mineral water>salmon>honey>extra dark chocolate>green tea>mushroom cream sauce>gluten free bar
C389,120,0.21,773,29,M,4,I1,YES,grated cheese>tomatoes>mineral water>meatballs
C390,168,0.18,598,31,M,0,I3,NO,shrimp>chocolate>water spray
C391,83,0.16,1947,33,M,3,I1,NO,turkey
C392,138,0.14,1642,55,M,3,I1,NO,turkey>eggs
C393,130,0.23,691,21,F,0,I4,NO,turkey>frozen vegetables>tomatoes>soup>butter>french wine>pancakes>eggs>tomato juice>fresh bread>green tea
C394,146,0.23,728,25,F,4,I2,YES,spaghetti
C395,112,0.18,2007,43,M,1,I4,YES,milk>frozen smoothie>low fat yogurt
C396,179,0.1,1093,34,F,4,I1,YES,burgers>mineral water>milk>whole wheat rice>cereals>chocolate>french fries
C397,239,0.2,2197,28,M,0,I3,YES,mineral water
C398,74,0.14,904,28,F,4,I2,NO,tomatoes>mineral water>soup>cake>chocolate
C399,53,0.06,1432,40,M,2,I2,NO,mineral water
C400,136,0.24,2074,54,F,0,I4,YES,ground beef>spaghetti
C401,142,0.03,650,22,F,4,I3,NO,pepper>frozen smoothie
C402,169,0.1,784,35,F,1,I4,NO,yogurt cake
C403,209,0.08,2057,51,F,3,I4,YES,red wine>pancakes
C404,197,0.2,1777,60,M,2,I1,YES,candy bars
C405,235,0.25,874,28,F,0,I1,NO,eggs>french fries>low fat yogurt
C406,189,0.1,706,51,M,1,I1,YES,cookies
C407,82,0.06,2238,34,M,4,I4,YES,cookies
C408,75,0.23,549,48,M,0,I3,NO,spaghetti>soup>vegetables mix>spinach>french fries>escalope>cauliflower>toothpaste
C409,131,0.24,2136,43,M,1,I3,YES,cookies
C410,115,0.23,747,21,M,4,I3,YES,soup>olive oil>eggs>soda>corn
C411,222,0.05,1700,36,M,2,I2,NO,chocolate>frozen smoothie>low fat yogurt
C412,205,0.13,582,36,M,2,I3,NO,spaghetti>mineral water>milk>pancakes>chocolate>french fries
C413,248,0.11,1431,57,M,4,I3,YES,mineral water
C414,117,0.07,787,42,M,0,I2,NO,herb & pepper>frozen vegetables>tomato sauce>mineral water>soup>milk>olive oil>almonds
C415,125,0.18,1795,24,F,1,I2,NO,burgers>eggs
C416,85,0.01,1834,48,M,4,I1,YES,french fries
C417,116,0.1,1849,24,M,4,I1,YES,frozen smoothie>cottage cheese
C418,183,0.05,625,35,F,1,I4,NO,tomatoes>mineral water>chocolate>light mayo
C419,192,0.09,1659,38,F,4,I4,NO,salmon>escalope>shallot>strawberries>fresh bread>low fat yogurt
C420,107,0.14,1502,58,M,4,I2,NO,energy bar
C421,54,0.02,1475,58,M,0,I4,NO,red wine>ground beef>spaghetti>pancakes>blueberries>oil>cooking oil>tomato juice
C422,207,0.15,780,54,M,2,I3,NO,ground beef>spaghetti>mineral water>milk>frozen smoothie>champagne
C423,85,0.23,2319,32,F,3,I2,NO,cookies
C424,62,0.11,1958,26,F,3,I3,NO,salmon>escalope
C425,67,0.23,2197,60,M,2,I3,YES,cookies
C426,230,0.13,2135,52,F,1,I4,YES,low fat yogurt
C427,167,0.04,1346,29,M,1,I2,NO,eggs
C428,172,0.23,1372,39,M,2,I3,NO,red wine>butter>hot dogs
C429,216,0,952,34,F,2,I4,NO,tomatoes>mineral water>soup>mashed potato
C430,73,0.15,1712,25,M,3,I2,NO,cookies
C431,172,0.15,1846,55,M,1,I3,YES,parmesan cheese>ground beef>salmon>pancakes>champagne
C432,203,0.24,1715,38,M,4,I4,YES,ground beef>yams>chocolate>olive oil>eggs
C433,180,0.15,1973,30,F,3,I1,NO,shrimp>salmon>eggs>cookies>hot dogs
C434,63,0.02,1635,29,F,1,I2,YES,magazines>mint
C435,50,0.11,1484,45,M,1,I4,NO,turkey>mineral water>eggs>cooking oil>extra dark chocolate>escalope
C436,79,0.14,2478,24,F,1,I3,YES,mineral water>mushroom cream sauce
C437,84,0.2,2305,54,F,3,I2,NO,grated cheese>frozen vegetables>mineral water>soup>milk>french wine
C438,138,0.03,2201,30,M,4,I2,NO,chocolate>cake
C439,146,0.07,993,52,M,0,I1,YES,burgers>salt>white wine
C440,135,0.19,731,31,M,0,I1,NO,energy drink
C441,177,0.01,2390,36,F,2,I1,NO,olive oil>cake>energy drink
C442,86,0.11,1793,29,F,1,I4,YES,ground beef>whole wheat rice
C443,184,0.14,1702,52,M,0,I2,NO,eggs>french fries
C444,154,0.04,1484,53,F,0,I2,NO,spaghetti>escalope>mushroom cream sauce
C445,80,0.14,1193,26,F,0,I4,NO,mineral water>fromage blanc>whole wheat rice>cake>french fries
C446,228,0.16,840,46,M,3,I2,YES,turkey>burgers>frozen vegetables>ground beef>mineral water>milk>eggs>cake>light mayo
C447,169,0.07,2467,36,M,3,I1,YES,green tea>cottage cheese
C448,182,0.22,922,27,F,0,I4,YES,fresh tuna>eggs>champagne
C449,132,0.13,1007,24,F,0,I1,NO,cookies
C450,220,0.13,1445,51,M,2,I4,NO,cookies
C451,227,0.06,1777,48,M,0,I3,YES,cookies
C452,94,0.11,1701,33,F,2,I3,NO,tomatoes>mineral water>eggplant
C453,137,0.05,1017,40,F,2,I3,YES,grated cheese>tomatoes>spaghetti>mineral water>soup>honey>chicken>chocolate>french fries
C454,225,0.13,1856,37,M,1,I1,NO,protein bar
C455,199,0.15,2013,31,F,0,I4,NO,herb & pepper>red wine>shrimp>mineral water>barbecue sauce>protein bar
C456,182,0.06,1724,58,F,1,I1,YES,burgers>ham>spaghetti>mineral water>milk>eggs>french fries>escalope>pancakes>low fat yogurt
C457,156,0.04,1987,39,F,0,I3,YES,french fries
C458,55,0.18,1384,52,F,2,I4,YES,frozen vegetables>soup>milk>eggs>whole wheat rice>chocolate>escalope>melons
C459,228,0.15,2178,44,F,2,I3,YES,spaghetti
C460,70,0.06,1806,38,F,2,I1,NO,herb & pepper>shrimp>soup>eggs>oil>cooking oil>energy drink>protein bar>low fat yogurt
C461,106,0.02,760,56,M,1,I3,YES,ham>grated cheese>herb & pepper>shrimp>ground beef>spaghetti>mineral water>carrots
C462,143,0.14,2307,48,M,0,I3,NO,ham>red wine>ground beef>yams>mineral water>chocolate>low fat yogurt
C463,197,0.17,1050,36,M,1,I2,NO,chocolate>french fries>mushroom cream sauce>cottage cheese>low fat yogurt
C464,100,0.11,1336,34,F,4,I3,NO,eggs
C465,155,0.17,948,36,F,1,I4,NO,cake>cookies
C466,95,0.01,785,58,M,0,I3,YES,grated cheese>mineral water>cake>chocolate bread
C467,110,0.02,671,45,M,3,I1,YES,tomatoes>almonds>cake>champagne>low fat yogurt
C468,67,0.22,991,56,F,0,I3,YES,herb & pepper>shrimp>frozen vegetables>milk>butter>salmon>eggs>chocolate
C469,97,0.25,1028,21,M,4,I2,YES,herb & pepper>shrimp>whole wheat pasta>whole wheat rice>chicken>green tea>cauliflower
C470,238,0.03,1030,58,F,2,I2,YES,eggs>corn
C471,120,0.17,1529,56,F,1,I3,YES,shrimp>frozen vegetables>tomato sauce>mineral water>chocolate>soup>olive oil>salmon>green beans>champagne
C472,87,0.24,1150,49,F,3,I4,NO,ham>herb & pepper>tomato sauce>mineral water>green grapes>eggs>gums>light cream>oil>green tea>mint
C473,214,0.07,1236,24,M,0,I2,YES,energy bar>cake>chocolate
C474,148,0.24,2028,54,F,4,I3,YES,herb & pepper>shrimp>spaghetti>eggs
C475,95,0.2,787,20,M,4,I2,YES,fresh tuna>mineral water>honey>cooking oil
C476,214,0.04,1865,48,F,3,I4,NO,red wine>mineral water>oil>ketchup>chili>pet food>eggplant>green tea>escalope>tomato juice>low fat yogurt
C477,196,0.23,618,31,F,1,I2,NO,herb & pepper>shrimp>mineral water>pancakes>eggs>cake>blueberries>tea>frozen smoothie
C478,71,0.17,719,27,F,1,I2,NO,ground beef>mineral water>protein bar
C479,150,0.07,568,35,F,3,I3,NO,shrimp>frozen vegetables>parmesan cheese>spaghetti>salmon>carrots>frozen smoothie>pasta>mashed potato>shallot>light mayo>magazines
C480,139,0.16,1767,31,F,1,I2,NO,milk>chocolate
C481,85,0.16,2249,42,F,4,I3,NO,frozen vegetables>ground beef>spaghetti>olive oil>whole wheat rice>eggplant>cottage cheese
C482,69,0.22,523,34,F,1,I1,YES,turkey>ground beef>low fat yogurt
C483,193,0.11,699,52,F,2,I1,YES,herb & pepper>spaghetti>mineral water>whole wheat rice>cake>hot dogs>green tea
C484,139,0.09,2025,46,M,2,I1,YES,green tea
C485,164,0.24,519,37,M,4,I2,NO,cookies
C486,160,0.08,508,43,M,1,I2,NO,eggs>cookies
C487,237,0.01,1184,44,F,1,I4,NO,spaghetti>eggs>ham>chocolate>french fries>champagne>brownies>pancakes>light mayo
C488,184,0.25,2359,33,F,0,I2,YES,red wine>spaghetti>milk>eggs>chocolate
C489,250,0.05,2127,38,M,3,I1,YES,turkey>burgers>pancakes>french fries>strawberries>green tea
C490,105,0.01,1916,33,M,3,I3,NO,escalope
C491,229,0.13,1354,27,F,3,I1,YES,frozen vegetables>pancakes>eggs>cake
C492,86,0.24,1465,52,M,3,I3,YES,french fries
C493,77,0.04,2330,41,M,1,I4,YES,turkey>ground beef>pepper>spaghetti>honey>cookies
C494,90,0.16,2063,30,F,3,I1,YES,chocolate>red wine>tomato sauce>olive oil>chili>french fries>cookies>salt>fresh bread>magazines
C495,182,0.07,1580,26,F,3,I3,YES,green tea>french fries
C496,208,0.09,1917,33,F,2,I3,NO,mineral water
C497,52,0.02,1837,52,M,2,I3,NO,cooking oil
C498,204,0.22,1252,58,M,2,I4,NO,frozen vegetables>spaghetti
C499,177,0.17,2400,44,F,4,I1,NO,ham>spaghetti
C500,154,0.07,1583,30,M,0,I2,YES,chicken>chocolate>cookies
C501,188,0.07,917,56,M,3,I2,NO,low fat yogurt
C502,247,0.01,792,42,F,0,I3,YES,eggs>cake>low fat yogurt
C503,135,0.24,2499,34,F,4,I4,YES,shrimp>spaghetti>mineral water>soup>milk>bramble>frozen smoothie>cottage cheese
C504,55,0.25,1172,20,F,3,I2,NO,mineral water>eggs>protein bar
C505,142,0.24,946,44,M,4,I3,NO,turkey>shrimp>meatballs>butter>eggs>salad>green tea
C506,128,0.18,1840,52,F,4,I4,YES,fresh tuna>spaghetti>chocolate>olive oil>chicken>french fries
C507,239,0.01,1769,48,M,3,I3,YES,turkey>shrimp>escalope>hot dogs
C508,195,0.21,1900,38,M,4,I1,YES,burgers>pepper>soup>milk>pancakes>green tea
C509,125,0.03,2104,33,M,2,I4,NO,pancakes
C510,59,0.18,1752,51,M,0,I1,YES,mineral water>pancakes>eggs>french fries
C511,90,0,1149,56,M,1,I4,NO,eggs>escalope>low fat yogurt
C512,218,0.08,510,59,F,4,I2,NO,mineral water>french wine>gluten free bar
C513,134,0.14,2382,40,M,1,I2,NO,burgers>ground beef>spaghetti>eggs>french fries
C514,148,0.22,823,26,M,0,I2,YES,soup>meatballs>milk>energy bar
C515,102,0.03,2440,40,M,3,I2,NO,chocolate
C516,126,0.2,1723,24,F,3,I4,YES,herb & pepper
C517,248,0.18,988,28,F,1,I1,NO,turkey>red wine>mineral water>eggs>bramble
C518,52,0.1,1243,35,F,2,I4,NO,burgers>ham>frozen vegetables>tomatoes>cake>chicken>green tea>toothpaste>mint
C519,188,0.15,2266,29,M,0,I4,NO,grated cheese>mineral water>olive oil>energy bar
C520,179,0.19,808,55,F,4,I3,YES,milk>cake>green tea
C521,177,0.22,1693,30,M,1,I1,YES,mineral water>almonds>cooking oil>cereals>protein bar>white wine>green tea
C522,166,0.04,1068,45,M,1,I3,NO,turkey>fresh tuna>mineral water>milk>eggs>cake>burger sauce>chicken>french fries>frozen smoothie>fresh bread
C523,174,0.08,930,31,F,3,I3,NO,herb & pepper>mineral water>whole wheat rice>yogurt cake>low fat yogurt
C524,116,0.01,1686,42,F,3,I2,YES,tomatoes>spaghetti>meatballs>chicken>eggs
C525,110,0.16,2079,41,F,2,I4,NO,burgers>mineral water>eggs>green tea>pancakes
C526,248,0.08,1531,58,F,3,I3,YES,cake>green tea
C527,55,0.06,2256,37,M,4,I4,NO,chocolate>herb & pepper>yogurt cake
C528,55,0.06,2048,56,F,1,I2,YES,ground beef>spaghetti>mineral water>almonds>salmon>nonfat milk>green grapes>pancakes
C529,53,0.04,850,29,F,4,I4,YES,mineral water>vegetables mix>eggs
C530,149,0.14,1081,46,F,3,I2,YES,protein bar
C531,162,0.04,1731,56,M,1,I3,NO,eggs>eggplant
C532,160,0.21,1278,29,F,2,I2,NO,mayonnaise
C533,244,0.04,1475,56,M,4,I1,NO,milk>bug spray>oatmeal>sandwich>asparagus
C534,51,0.05,1042,20,M,4,I4,NO,frozen vegetables>soup>almonds>eggs>french fries
C535,112,0.09,2016,53,M,3,I1,YES,frozen vegetables
C536,211,0.06,705,52,F,0,I4,YES,soup>butter>shampoo
C537,220,0.02,504,40,F,1,I2,NO,herb & pepper>whole wheat pasta>pepper>eggs
C538,109,0.02,815,56,F,2,I1,YES,mineral water>whole wheat rice>rice>cooking oil>chocolate>fresh bread>low fat yogurt
C539,200,0.09,590,47,F,4,I2,YES,grated cheese>butter>chocolate>french fries>cookies
C540,51,0.15,1120,35,F,0,I4,NO,spaghetti>soup>milk>chutney>cooking oil>asparagus>tomato juice
C541,116,0.09,592,44,F,4,I1,YES,eggs>french fries>frozen smoothie>cookies>champagne>cottage cheese>green tea
C542,122,0.23,1578,39,F,1,I2,NO,turkey>tomatoes>mineral water>eggs>blueberries
C543,97,0.03,1293,35,M,2,I2,YES,milk>tomato juice>low fat yogurt>green tea
C544,66,0.06,1790,32,M,1,I4,NO,mineral water>soup>almonds>cereals>green tea
C545,75,0.24,1073,42,F,2,I1,NO,chocolate>light mayo
C546,57,0.06,2300,20,M,1,I4,NO,turkey>herb & pepper>chocolate
C547,50,0.02,1591,28,M,2,I4,YES,eggs>french fries>green tea
C548,134,0.23,1932,42,M,3,I3,YES,mineral water>cake>chocolate>tomato juice
C549,229,0.23,1602,33,M,0,I4,NO,eggs
C550,78,0.23,1024,52,M,4,I1,NO,chocolate>pepper>spaghetti>mineral water>whole wheat rice>champagne>mushroom cream sauce
C551,188,0.18,2351,27,F,4,I2,NO,frozen vegetables>pepper>mineral water>chocolate>white wine
C552,70,0.04,2465,39,F,1,I4,NO,burgers>turkey>spaghetti>milk>whole wheat rice>oil>tomato juice>green tea
C553,106,0.02,726,46,F,3,I1,YES,burgers>spaghetti>mineral water>soup>french wine>french fries>light mayo>low fat yogurt
C554,149,0.18,1092,48,M,1,I4,NO,butter>green grapes>frozen smoothie>low fat yogurt
C555,99,0.21,1814,20,F,4,I4,YES,eggs>low fat yogurt
C556,80,0.16,514,32,M,0,I2,YES,cookies
C557,76,0.12,1715,51,M,3,I4,NO,milk>energy drink
C558,129,0.01,1344,48,F,4,I4,NO,olive oil>energy drink
C559,59,0.25,960,22,F,2,I3,NO,eggs>cookies
C560,131,0.12,1113,38,M,4,I3,NO,eggs
C561,96,0.13,2000,46,M,4,I1,YES,energy bar>eggs
C562,165,0.06,2024,48,M,0,I3,NO,eggs
C563,116,0.04,1673,33,F,1,I4,NO,eggs>green tea
C564,161,0.02,1271,31,M,3,I3,NO,escalope
C565,182,0.07,1606,46,F,4,I1,YES,shrimp>soup>milk>almonds>eggs>oil>chocolate
C566,123,0.15,1464,53,F,0,I4,YES,chocolate>french fries
C567,160,0.11,578,53,M,2,I1,NO,cake
C568,108,0.24,615,24,F,4,I1,YES,pancakes>eggs>cake>green tea>toothpaste
C569,234,0,2465,31,F,1,I3,NO,herb & pepper>tomatoes>ground beef>eggs>cooking oil
C570,79,0.09,512,49,F,1,I3,YES,cider>eggs>chocolate>low fat yogurt
C571,204,0.08,2254,44,M,0,I2,YES,frozen vegetables>cider>eggs>french fries
C572,89,0.11,2247,39,F,2,I4,YES,yams>cookies>toothpaste
C573,88,0.14,1993,40,M,1,I2,YES,mineral water>milk>escalope>champagne>hot dogs>fresh bread
C574,135,0.02,2286,21,M,2,I3,NO,ham>herb & pepper>spaghetti>mineral water>chocolate>pancakes>eggs
C575,139,0.03,849,48,M,1,I1,NO,pepper>mineral water>escalope>shallot>protein bar>white wine
C576,123,0.17,1833,34,F,4,I2,NO,turkey>parmesan cheese>spaghetti>meatballs>butter
C577,236,0.16,1513,20,M,3,I1,NO,herb & pepper>eggs>escalope
C578,157,0.24,2218,22,M,3,I1,YES,herb & pepper
C579,92,0.09,741,48,F,2,I1,YES,burgers>escalope>shallot
C580,131,0.15,1345,31,F,3,I3,YES,chocolate>pepper>tomato sauce>tomato juice
C581,240,0.18,1294,42,F,0,I2,NO,cookies
C582,224,0.04,2243,45,F,3,I2,NO,burgers>ground beef>spaghetti>mineral water>escalope>melons
C583,192,0.16,1743,21,F,3,I3,YES,frozen vegetables>mineral water>soup>milk>olive oil
C584,195,0.14,1828,49,F,1,I1,YES,turkey>eggs>french fries>asparagus>low fat yogurt>zucchini
C585,101,0.23,2323,24,M,3,I3,NO,burgers>frozen vegetables>gums
C586,167,0.17,1578,32,M,4,I4,YES,herb & pepper>frozen vegetables>ground beef>milk
C587,158,0.14,1935,41,F,3,I2,YES,frozen vegetables>cake>light cream>mashed potato
C588,174,0.04,1624,52,M,2,I2,YES,milk
C589,165,0.09,1471,41,M,4,I3,YES,turkey>eggs>barbecue sauce
C590,232,0.13,1635,29,F,2,I3,NO,escalope
C591,58,0.13,1186,20,M,3,I2,NO,parmesan cheese>french fries
C592,171,0.14,1992,29,M,0,I2,YES,energy bar>eggs
C593,230,0.05,963,23,M,3,I1,YES,soup>escalope>mint
C594,57,0.22,556,39,F,0,I2,YES,muffins>chicken>zucchini
C595,222,0.11,1806,60,F,2,I3,NO,burgers>eggs>french fries>cookies>green tea
C596,179,0.22,1912,54,M,0,I1,NO,spaghetti
C597,208,0.13,1611,43,M,0,I2,NO,avocado>energy bar>chocolate
C598,243,0.04,1041,45,F,1,I3,NO,cookies
C599,189,0.13,1488,27,F,3,I2,YES,green tea
C600,115,0.18,2124,37,M,3,I2,YES,whole wheat pasta>spaghetti>mineral water>olive oil
C601,135,0.1,1775,44,F,2,I3,YES,grated cheese>frozen vegetables>eggs>gums>escalope>low fat yogurt
C602,201,0.17,1076,34,M,0,I1,NO,grated cheese>herb & pepper>mineral water>pancakes>chocolate>escalope>tomato juice
C603,240,0.14,1845,21,M,2,I2,YES,chocolate>spaghetti>yams>flax seed>salmon>frozen smoothie
C604,201,0.05,892,25,M,3,I3,YES,burger sauce>oil
C605,153,0.18,1555,53,M,2,I3,NO,eggs>french fries>energy drink
C606,156,0.16,883,22,M,1,I1,NO,mineral water
C607,193,0.14,1687,28,F,0,I3,NO,grated cheese>ground beef>mineral water>olive oil
C608,244,0.06,1819,59,F,1,I3,YES,eggs>low fat yogurt
C609,121,0.03,978,29,F,3,I4,YES,parmesan cheese>spaghetti>soda>pet food>white wine
C610,123,0.1,1937,36,F,3,I3,NO,turkey>shrimp>olive oil>chicken>eggs>extra dark chocolate>melons>fresh bread
C611,89,0.03,1741,21,M,3,I4,NO,pickles>ground beef>yams>milk>strong cheese>salmon>muffins>french fries>escalope
C612,136,0.2,734,51,F,3,I2,YES,pepper>spaghetti>light cream
C613,190,0.08,895,29,M,1,I2,YES,frozen vegetables>mineral water>eggs
C614,136,0.01,1727,40,M,4,I3,NO,spaghetti>chicken>tea>pancakes>gluten free bar
C615,122,0.06,2304,34,F,0,I1,YES,fresh tuna>turkey>herb & pepper>spaghetti>mineral water>mint
C616,97,0.15,2485,21,M,1,I3,YES,spaghetti>mineral water>cooking oil>escalope
C617,76,0.23,1334,27,F,2,I3,NO,soup
C618,80,0.21,1221,31,F,4,I4,YES,burgers>herb & pepper>spaghetti
C619,181,0.23,745,39,M,2,I1,NO,cookies>shallot>strawberries
C620,228,0.18,2303,57,F,0,I4,NO,fresh tuna>chocolate>shrimp>whole wheat pasta>pepper>mineral water>soup>milk>salmon
C621,95,0.21,1823,37,M,4,I3,YES,yams>mineral water>avocado>milk>butter>cooking oil>chocolate>cottage cheese
C622,138,0.17,1586,59,F,1,I2,NO,ham>eggs>french fries>energy drink
C623,189,0.12,918,30,M,0,I1,YES,mineral water>avocado
C624,126,0.22,2264,33,M,4,I2,NO,cookies
C625,152,0.01,1523,36,F,2,I4,NO,chocolate>butter>eggs>green tea>cottage cheese>mayonnaise
C626,218,0.08,2475,53,M,2,I3,NO,eggs>mushroom cream sauce>low fat yogurt
C627,237,0.17,1205,28,M,0,I2,YES,antioxydant juice>chocolate
C628,74,0.12,1094,51,M,2,I3,NO,ground beef>spaghetti>french fries>green tea
C629,224,0.07,1605,40,M,2,I2,YES,cake
C630,90,0.2,2386,22,M,4,I1,NO,turkey>red wine>mineral water>pancakes>eggs>whole wheat rice>cooking oil>chocolate>zucchini
C631,161,0.12,1850,50,M,4,I4,NO,chocolate>parmesan cheese>mineral water>olive oil>bacon
C632,161,0.06,608,44,F,0,I4,YES,green grapes>gums
C633,70,0.1,1534,23,M,3,I1,YES,shrimp>frozen vegetables>parmesan cheese>milk>eggs>cooking oil>chocolate>french fries
C634,211,0.12,1784,34,M,2,I3,YES,ground beef>mineral water>milk>eggs
C635,83,0.08,2011,33,F,4,I4,NO,escalope
C636,214,0.1,2147,46,M,1,I3,YES,turkey>cookies
C637,232,0.13,2237,44,M,1,I1,YES,ground beef>mineral water>chocolate>green tea
C638,249,0.12,2479,39,F,4,I2,YES,whole wheat pasta>spaghetti>olive oil>butter>chocolate>french fries>tomato juice>low fat yogurt
C639,99,0.14,2157,48,F,0,I4,NO,red wine
C640,202,0.07,2294,43,M,4,I2,NO,frozen vegetables>mineral water>eggs>gums>cooking oil>frozen smoothie>cottage cheese>low fat yogurt
C641,246,0.18,2186,33,F,1,I4,NO,turkey>grated cheese>energy bar>vegetables mix>brownies
